,iid,gender,pid,match,int_corr,age_o,race_o,dec_o,age,race,from,goal,career,dining,gaming,clubbing,reading,shopping,Sports,Art,Musique,TV_Cinema,cosine_similarity
2192,80,0,109.0,1,0.34,25.0,4.0,1,27.0,4.0,China,1.0,industrial scientist,5.0,1.0,5.0,10.0,9.0,5.0,5.0,7.0,7.0,0.888
2193,433,0,451.0,0,-0.07,30.0,4.0,1,30.0,6.0,Northern California,2.0,Writer,8.0,1.0,6.0,7.0,5.0,5.5,8.0,5.0,5.0,0.886
2194,282,1,256.0,1,-0.32,24.0,4.0,1,23.0,1.0,UNCC,1.0,enterpreneur,5.0,7.0,8.0,9.0,5.0,7.0,4.0,8.5,7.0,0.933
2195,82,0,105.0,1,-0.08,25.0,1.0,1,25.0,6.0,Washington State,1.0,teaching and then...,8.0,1.0,7.0,8.0,6.0,6.0,9.0,8.5,6.0,0.96
2196,394,0,404.0,1,0.1,23.0,2.0,1,24.0,2.0,San Francisco Bay Area,2.0,writer/editor,9.0,1.0,1.0,10.0,7.0,3.5,8.0,7.5,6.0,0.871
2197,25,0,44.0,0,-0.29,24.0,2.0,1,25.0,2.0,Iowa,1.0,Social Worker,7.0,6.0,8.0,9.0,8.0,6.0,6.0,7.0,9.0,0.909
2198,127,1,112.0,1,-0.24,20.0,6.0,1,22.0,2.0,Massachusetts,6.0,Porn Star,8.0,5.0,6.0,1.0,5.0,9.0,3.0,7.5,7.0,0.849
2199,2,0,11.0,0,0.29,27.0,2.0,0,24.0,2.0,Alabama,1.0,law,10.0,5.0,8.0,10.0,3.0,3.0,8.0,7.5,2.0,0.915
2200,478,0,491.0,1,0.3,29.0,3.0,1,26.0,2.0,Washington DC,1.0,Finance/Economics,7.0,3.0,3.0,8.0,4.0,9.0,7.0,8.5,7.0,0.906
2201,189,1,176.0,0,-0.05,28.0,4.0,0,27.0,6.0,Uruguay,1.0,Child Rights,5.0,7.0,7.0,9.0,4.0,7.5,7.0,7.5,7.0,0.916
2202,222,1,194.0,0,-0.23,24.0,2.0,0,27.0,2.0,Germany,2.0,Professor or Consultant,8.0,4.0,7.0,9.0,3.0,5.5,9.0,9.0,1.0,0.864
2203,514,0,539.0,0,0.34,22.0,2.0,0,23.0,2.0,New York,2.0,teacher and performer,7.0,2.0,1.0,8.0,6.0,6.0,10.0,9.5,6.0,0.919
2204,196,0,214.0,1,0.0,23.0,2.0,1,25.0,4.0,"Taipei, Taiwan",1.0,education,7.0,6.0,8.0,6.0,7.0,7.0,7.0,9.0,8.0,0.945
2205,406,1,393.0,1,0.29,22.0,2.0,1,27.0,4.0,Minneapolis,1.0,Finance,9.0,6.0,6.0,7.0,2.0,6.0,7.0,8.5,7.0,0.931
2206,285,1,260.0,1,-0.18,27.0,4.0,1,24.0,6.0,International Student,4.0,finance or engineering,10.0,14.0,5.0,9.0,10.0,7.5,9.0,10.0,7.0,0.89
2207,346,0,375.0,0,0.0,27.0,2.0,1,26.0,6.0,Other,6.0,Other,8.0,3.0,6.0,8.0,6.0,6.0,7.0,7.5,6.0,0.961
2208,155,0,163.0,0,0.54,26.0,2.0,0,27.0,2.0,"Philadelphia, PA",2.0,Nonprofit,10.0,1.0,1.0,10.0,7.0,4.5,8.0,6.0,4.0,0.932
2209,25,0,43.0,0,-0.2,24.0,2.0,1,25.0,2.0,Iowa,1.0,Social Worker,7.0,6.0,8.0,9.0,8.0,6.0,6.0,7.0,9.0,0.948
2210,283,1,265.0,0,-0.14,32.0,2.0,0,27.0,4.0,Boston,1.0,Industry CTO/CEO,6.0,6.0,6.0,8.0,2.0,7.5,4.0,5.0,3.0,0.802
2211,183,0,193.0,0,-0.38,25.0,4.0,0,24.0,2.0,Uzbekistan,1.0,boxing champ,9.0,9.0,9.0,7.0,8.0,8.5,8.0,9.5,8.0,0.911
2212,76,0,105.0,1,0.02,25.0,1.0,1,34.0,2.0,Ohio,2.0,teacher,8.0,1.0,7.0,7.0,7.0,5.5,8.0,7.5,7.0,0.968
2213,320,1,301.0,0,0.63,34.0,2.0,0,36.0,2.0,Pennsylvania,4.0,Professor or journalist,9.0,3.0,1.0,10.0,2.0,5.0,5.0,3.5,1.0,0.907
2214,39,0,40.0,0,0.07,25.0,4.0,0,24.0,3.0,Los Angeles,5.0,lawyer,10.0,1.0,5.0,10.0,10.0,3.5,9.0,9.0,9.0,0.9
2215,545,1,522.0,1,-0.14,22.0,2.0,1,24.0,2.0,New York City,1.0,Doctor,5.0,5.0,4.0,7.0,2.0,4.5,4.0,5.0,4.0,0.947
2216,250,1,240.0,1,-0.38,26.0,4.0,1,25.0,6.0,"Toronto, London, India",4.0,"professor, poet/critic",10.0,1.0,2.0,10.0,6.0,6.5,10.0,10.0,2.0,0.835
2217,230,1,206.0,1,0.09,31.0,1.0,1,42.0,2.0,"Detroit, Michigan, USA",2.0,consulting,1.0,1.0,1.0,10.0,10.0,4.0,10.0,7.5,10.0,0.764
2218,2,0,14.0,1,-0.21,23.0,2.0,1,24.0,2.0,Alabama,1.0,law,10.0,5.0,8.0,10.0,3.0,3.0,8.0,7.5,2.0,0.86
2219,485,1,468.0,0,-0.12,25.0,6.0,0,29.0,1.0,"South Orange, New Jersey",2.0,writer/teacher,7.0,6.0,6.0,9.0,7.0,5.0,7.0,7.5,8.0,0.97
2220,283,1,266.0,0,0.18,28.0,2.0,0,27.0,4.0,Boston,1.0,Industry CTO/CEO,6.0,6.0,6.0,8.0,2.0,7.5,4.0,5.0,3.0,0.899
2221,532,1,523.0,1,0.48,27.0,4.0,1,26.0,4.0,California,1.0,ASIC Engineer,8.0,8.0,6.0,9.0,5.0,5.0,6.0,6.5,8.0,0.952
2222,120,0,122.0,1,0.4,22.0,6.0,1,20.0,3.0,"Long Island, NY",5.0,Writer,8.0,1.0,5.0,10.0,3.0,4.5,7.0,7.0,6.0,0.935
2223,389,0,408.0,1,0.32,24.0,3.0,1,21.0,2.0,Florida and Virginia,2.0,attorney?,8.0,2.0,1.0,10.0,7.0,7.5,7.0,10.0,8.0,0.941
2224,385,0,414.0,1,-0.49,29.0,2.0,1,25.0,2.0,Oregon,2.0,Elementary Education Teaching,10.0,6.0,8.0,9.0,9.0,8.0,10.0,9.0,6.0,0.741
2225,372,1,354.0,1,0.54,22.0,2.0,1,27.0,2.0,Midwest USA,2.0,undecided,9.0,4.0,2.0,9.0,4.0,7.5,9.0,7.0,6.0,0.941
2226,464,1,454.0,0,-0.03,27.0,2.0,1,33.0,4.0,Singapore,1.0,Management Consulting,7.0,5.0,9.0,3.0,2.0,5.5,3.0,7.0,7.0,0.849
2227,494,1,480.0,0,0.34,26.0,2.0,1,30.0,2.0,Boston,4.0,film and radio,10.0,1.0,4.0,8.0,9.0,6.0,10.0,7.5,10.0,0.92
2228,53,1,26.0,0,0.08,23.0,2.0,0,28.0,2.0,Boston,2.0,Medicine,10.0,4.0,4.0,9.0,7.0,5.5,8.0,9.0,5.0,0.938
2229,513,0,546.0,1,0.0,30.0,2.0,1,23.0,2.0,Florida,2.0,Actress,9.0,0.0,8.0,9.0,6.0,3.5,9.0,7.0,8.0,0.793
2230,413,1,383.0,0,0.36,27.0,2.0,1,26.0,2.0,"Woburn, MA",1.0,Real Estate,7.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,8.0,0.963
2231,304,0,308.0,0,0.11,27.0,4.0,0,28.0,2.0,NYC-6 yrs. Grew up in Nebraska,1.0,Speech Pathologist,7.0,1.0,4.0,8.0,8.0,8.5,8.0,7.0,1.0,0.88
2232,542,1,511.0,1,-0.03,23.0,4.0,1,23.0,4.0,India and NJ,2.0,To go into Finance,10.0,8.0,8.0,9.0,9.0,5.0,8.0,8.5,8.0,0.958
2233,81,0,103.0,0,0.2,26.0,2.0,1,28.0,2.0,Texas,5.0,Journalism,9.0,1.0,7.0,7.0,7.0,6.5,9.0,7.0,7.0,0.956
2234,393,0,398.0,1,0.36,29.0,2.0,1,22.0,2.0,Long Island,1.0,Writing or Editorial,5.0,3.0,4.0,9.0,5.0,3.5,9.0,7.0,6.0,0.901
2235,183,0,184.0,1,0.28,34.0,2.0,1,24.0,2.0,Uzbekistan,1.0,boxing champ,9.0,9.0,9.0,7.0,8.0,8.5,8.0,9.5,8.0,0.921
2236,359,0,374.0,0,-0.07,30.0,4.0,0,26.0,2.0,California,2.0,"reorganizing society. no, I am not being flip.",7.0,8.0,1.0,10.0,1.0,3.0,2.0,8.0,3.0,0.786
2237,356,0,374.0,0,0.54,30.0,4.0,0,27.0,2.0,Pennsylvania,1.0,Psychologist,10.0,1.0,5.0,8.0,5.0,7.5,8.0,8.5,9.0,0.961
2238,85,0,108.0,0,0.33,24.0,2.0,0,30.0,2.0,Arizona,2.0,Social Services/ Policy,9.0,4.0,7.0,8.0,5.0,3.5,6.0,6.5,4.0,0.962
2239,538,1,515.0,0,-0.08,23.0,2.0,0,32.0,2.0,Born in Iran,1.0,self-made millionare,8.0,8.0,6.0,8.0,6.0,8.0,8.0,4.5,5.0,0.939
2240,119,0,128.0,1,0.1,21.0,2.0,1,19.0,3.0,Puerto Rico,1.0,lawyer/gov.position,9.0,8.0,10.0,9.0,7.0,8.0,9.0,10.0,5.0,0.913
2241,372,1,343.0,0,0.28,32.0,2.0,1,27.0,2.0,Midwest USA,2.0,undecided,9.0,4.0,2.0,9.0,4.0,7.5,9.0,7.0,6.0,0.936
2242,366,1,346.0,1,0.0,26.0,,1,27.0,2.0,Australia,1.0,Art Management,8.0,6.0,8.0,9.0,8.0,6.0,9.0,10.0,6.0,0.987
2243,197,0,232.0,1,0.13,31.0,2.0,1,24.0,6.0,Berkeley,1.0,Development work,10.0,7.0,5.0,9.0,7.0,4.0,8.0,9.0,6.0,0.938
2244,5,0,14.0,1,0.08,23.0,2.0,1,21.0,2.0,Bowdoin College,2.0,lawyer,7.0,6.0,8.0,6.0,8.0,6.5,6.0,5.0,6.0,0.968
2245,67,1,63.0,1,0.03,24.0,4.0,1,22.0,6.0,"Torrance, CA",6.0,Lawyer or professional surfer,7.0,4.0,4.0,6.0,2.0,5.0,6.0,9.0,9.0,0.836
2246,442,1,437.0,1,-0.06,23.0,2.0,1,25.0,2.0,poland,4.0,tax lawyer,5.0,1.0,8.0,6.0,2.0,7.0,1.0,4.0,1.0,0.821
2247,276,1,270.0,1,0.63,23.0,4.0,1,26.0,2.0,"New Hope, PA",2.0,Academia,9.0,3.0,6.0,9.0,2.0,4.0,8.0,6.5,2.0,0.962
2248,77,0,107.0,1,0.63,21.0,2.0,1,22.0,2.0,Minnesota,1.0,Social Worker,9.0,3.0,6.0,6.0,7.0,8.5,9.0,10.0,6.0,0.933
2249,72,1,65.0,0,0.45,23.0,6.0,0,22.0,2.0,"Boston, MA",5.0,Engineer or iBanker or consultant,10.0,2.0,9.0,5.0,8.0,7.0,6.0,7.0,6.0,0.953
2250,13,1,10.0,1,-0.15,26.0,2.0,1,22.0,4.0,Southern California,2.0,Lawyer,9.0,7.0,7.0,6.0,8.0,3.0,6.0,9.0,8.0,0.919
2251,346,0,367.0,1,0.0,27.0,2.0,1,26.0,6.0,Other,6.0,Other,8.0,3.0,6.0,8.0,6.0,6.0,7.0,7.5,6.0,0.972
2252,374,1,357.0,1,-0.01,27.0,4.0,1,30.0,4.0,SOUTH KOREA,2.0,CONSULTING,7.0,5.0,6.0,5.0,4.0,6.5,8.0,8.5,10.0,0.909
2253,116,0,129.0,1,0.07,26.0,2.0,1,21.0,2.0,France,1.0,if only i knew,10.0,4.0,8.0,10.0,10.0,5.5,10.0,10.0,10.0,0.932
2254,100,1,78.0,0,0.38,23.0,3.0,0,30.0,6.0,Israel,1.0,Professor,7.0,2.0,4.0,6.0,6.0,3.5,6.0,5.0,5.0,0.938
2255,78,0,107.0,1,0.65,21.0,2.0,1,23.0,3.0,Ohio,2.0,Counseling Adolescents,7.0,1.0,3.0,9.0,5.0,8.0,9.0,8.0,3.0,0.936
2256,541,1,527.0,0,0.2,24.0,6.0,0,23.0,4.0,Indonesia,3.0,Entrepreneur,8.0,3.0,8.0,3.0,9.0,5.5,5.0,9.5,10.0,0.962
2257,227,1,209.0,0,-0.03,28.0,1.0,0,26.0,2.0,New York,2.0,corporate finance,10.0,6.0,5.0,10.0,5.0,4.5,8.0,6.0,8.0,0.9
2258,347,0,373.0,0,0.37,29.0,3.0,0,26.0,1.0,"WASHINGTON, D.C.",5.0,GOVERNOR,10.0,1.0,8.0,2.0,10.0,1.0,3.0,4.0,5.0,0.88
2259,285,1,267.0,0,0.24,26.0,4.0,0,24.0,6.0,International Student,4.0,finance or engineering,10.0,14.0,5.0,9.0,10.0,7.5,9.0,10.0,7.0,0.923
2260,551,1,516.0,1,0.53,27.0,4.0,1,27.0,1.0,London & New York,1.0,Banking,6.0,1.0,7.0,10.0,7.0,4.0,5.0,7.0,2.0,0.959
2261,204,0,228.0,0,-0.08,24.0,4.0,0,26.0,2.0,Texas & Boston,3.0,marketing / brand management,9.0,1.0,9.0,8.0,10.0,8.0,10.0,5.5,5.0,0.863
2262,389,0,404.0,1,-0.05,23.0,2.0,1,21.0,2.0,Florida and Virginia,2.0,attorney?,8.0,2.0,1.0,10.0,7.0,7.5,7.0,10.0,8.0,0.89
2263,551,1,517.0,0,0.43,30.0,3.0,0,27.0,1.0,London & New York,1.0,Banking,6.0,1.0,7.0,10.0,7.0,4.0,5.0,7.0,2.0,0.881
2264,207,0,230.0,0,-0.19,42.0,2.0,1,23.0,2.0,New Jersey,1.0,IP Law,7.0,3.0,4.0,3.0,9.0,7.0,5.0,6.0,7.0,0.835
2265,315,1,305.0,1,0.53,29.0,4.0,1,27.0,2.0,way too little space here. world citizen.,3.0,Academia or UN,8.0,2.0,8.0,7.0,2.0,5.0,8.0,7.0,2.0,0.914
2266,78,0,99.0,0,0.43,28.0,2.0,0,23.0,3.0,Ohio,2.0,Counseling Adolescents,7.0,1.0,3.0,9.0,5.0,8.0,9.0,8.0,3.0,0.909
2267,395,0,408.0,0,0.19,24.0,3.0,0,33.0,2.0,Los Angeles,3.0,writer/editor,10.0,1.0,8.0,9.0,7.0,5.0,8.0,8.0,4.0,0.871
2268,49,1,36.0,1,0.0,26.0,2.0,1,25.0,4.0,Philadelphia,1.0,Entrepreneur,7.0,8.0,7.0,9.0,2.0,6.0,6.0,6.5,6.0,0.863
2269,510,0,552.0,1,0.63,25.0,2.0,1,26.0,3.0,Chile,2.0,Professor,10.0,5.0,7.0,9.0,1.0,7.5,7.0,6.0,1.0,0.916
2270,83,0,100.0,0,0.58,30.0,6.0,0,35.0,3.0,Panama,2.0,Economic research,5.0,1.0,6.0,8.0,4.0,4.0,7.0,7.5,3.0,0.946
2271,115,0,124.0,0,0.58,22.0,4.0,1,21.0,2.0,brooklyn ny,1.0,psychologist,7.0,1.0,8.0,10.0,8.0,1.5,3.0,5.5,2.0,0.906
2272,536,1,524.0,1,0.51,25.0,4.0,1,29.0,2.0,Italy,1.0,Finance,8.0,2.0,7.0,8.0,7.0,4.0,7.0,8.0,6.0,0.979
2273,514,0,533.0,0,0.24,26.0,2.0,0,23.0,2.0,New York,2.0,teacher and performer,7.0,2.0,1.0,8.0,6.0,6.0,10.0,9.5,6.0,0.893
2274,43,1,38.0,0,-0.61,23.0,1.0,0,24.0,2.0,Spain,6.0,Academic,5.0,5.0,5.0,9.0,2.0,4.0,7.0,5.5,6.0,0.765
2275,509,0,552.0,1,0.68,25.0,2.0,1,28.0,4.0,working,2.0,journalism,7.0,3.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,0.96
2276,279,1,267.0,0,-0.29,26.0,4.0,0,25.0,2.0,"Las Vegas, Nevada",3.0,Scientist,5.0,3.0,4.0,9.0,1.0,5.5,3.0,1.5,6.0,0.754
2277,98,1,93.0,0,-0.16,29.0,2.0,0,39.0,2.0,"Cincinnati, Ohio",4.0,University Professor,7.0,1.0,7.0,7.0,2.0,7.5,3.0,7.0,8.0,0.882
2278,525,0,547.0,0,0.48,30.0,2.0,0,24.0,2.0,"Saratoga, NY",2.0,Sex Therapist,6.0,2.0,1.0,8.0,8.0,4.5,5.0,7.5,8.0,0.916
2279,384,0,407.0,1,0.44,24.0,2.0,1,23.0,2.0,Connecticut,2.0,Undecided,9.0,3.0,7.0,6.0,6.0,5.0,10.0,5.5,7.0,0.937
2280,349,0,366.0,1,0.37,27.0,2.0,1,33.0,2.0,New York,1.0,Director of Training and Development,8.0,1.0,6.0,7.0,6.0,7.0,8.0,8.5,4.0,0.969
2281,489,1,470.0,1,0.26,29.0,4.0,1,28.0,2.0,Greece,3.0,Business,9.0,9.0,9.0,6.0,6.0,6.5,9.0,8.0,7.0,0.834
2282,283,1,264.0,0,0.16,26.0,2.0,0,27.0,4.0,Boston,1.0,Industry CTO/CEO,6.0,6.0,6.0,8.0,2.0,7.5,4.0,5.0,3.0,0.904
2283,520,0,533.0,0,-0.11,26.0,2.0,0,28.0,6.0,Hawaii,1.0,Foreign Service,8.0,2.0,9.0,10.0,8.0,4.5,9.0,5.0,8.0,0.874
2284,369,1,352.0,1,0.3,29.0,6.0,1,25.0,2.0,"Boston, MA",2.0,"clinical psychologist, researcher, professor",6.0,1.0,1.0,10.0,1.0,2.0,7.0,7.0,5.0,0.847
2285,212,0,228.0,1,0.14,24.0,4.0,1,27.0,3.0,New York City,1.0,Finance,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.5,8.0,0.9
2286,396,0,412.0,0,-0.05,27.0,2.0,0,25.0,4.0,Hawaii and Los Angeles,2.0,producer at a non-profit regional theatre,10.0,7.0,7.0,10.0,7.0,7.0,10.0,10.0,9.0,0.973
2287,288,1,269.0,1,0.42,24.0,2.0,1,27.0,2.0,"Washington, DC",1.0,professor,8.0,4.0,4.0,9.0,2.0,4.5,5.0,6.0,5.0,0.955
2288,386,0,413.0,0,0.26,26.0,2.0,0,26.0,2.0,New York,2.0,School Psychologist,8.0,5.0,7.0,8.0,8.0,2.5,7.0,8.0,8.0,0.975
2289,180,0,192.0,1,0.02,24.0,2.0,1,24.0,4.0,taiwan,6.0,financial service or fashion,9.0,5.0,9.0,6.0,9.0,7.0,5.0,7.5,7.0,0.94
2290,98,1,86.0,0,0.13,22.0,2.0,0,39.0,2.0,"Cincinnati, Ohio",4.0,University Professor,7.0,1.0,7.0,7.0,2.0,7.5,3.0,7.0,8.0,0.879
2291,524,0,552.0,1,0.59,25.0,2.0,1,25.0,4.0,Michigan,2.0,physician/healthcare,9.0,3.0,8.0,7.0,7.0,5.5,8.0,5.0,7.0,0.953
2292,80,0,105.0,1,0.31,25.0,1.0,1,27.0,4.0,China,1.0,industrial scientist,5.0,1.0,5.0,10.0,9.0,5.0,5.0,7.0,7.0,0.94
2293,24,0,46.0,0,0.24,26.0,2.0,0,27.0,2.0,new york,2.0,health/nutrition oriented social worker,9.0,6.0,3.0,6.0,6.0,10.0,6.0,8.0,1.0,0.881
2294,416,0,424.0,1,-0.13,24.0,4.0,1,25.0,3.0,Miami,6.0,Clinical Psychologist,8.0,1.0,8.0,7.0,4.0,5.0,6.0,7.5,7.0,0.901
2295,305,0,309.0,1,0.46,32.0,2.0,1,29.0,4.0,philippines,1.0,teaching/education,10.0,2.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,0.949
2296,385,0,409.0,1,0.47,23.0,2.0,1,25.0,2.0,Oregon,2.0,Elementary Education Teaching,10.0,6.0,8.0,9.0,9.0,8.0,10.0,9.0,6.0,0.949
2297,45,1,26.0,0,-0.06,23.0,2.0,0,28.0,2.0,Switzerland,2.0,banker / academia,6.0,7.0,6.0,6.0,6.0,4.5,6.0,6.0,7.0,0.957
2298,87,0,99.0,1,0.24,28.0,2.0,1,23.0,2.0,NJ,1.0,Social Worker,8.0,4.0,9.0,9.0,7.0,9.5,7.0,9.5,6.0,0.963
2299,418,0,425.0,0,-0.09,28.0,2.0,1,25.0,4.0,New York,6.0,Lawyer,9.0,5.0,6.0,10.0,7.0,5.5,8.0,8.0,8.0,0.946
2300,352,0,363.0,1,0.06,23.0,4.0,1,29.0,6.0,Taiwan,2.0,Artist,10.0,4.0,5.0,5.0,7.0,8.0,10.0,10.0,8.0,0.926
2301,210,0,214.0,1,0.41,23.0,2.0,1,29.0,2.0,Atlanta,2.0,scientific research,8.0,1.0,2.0,9.0,5.0,9.0,9.0,7.0,5.0,0.888
2302,10,0,11.0,0,0.3,27.0,2.0,0,26.0,2.0,94115,2.0,To create early childhood intervention programs,7.0,1.0,7.0,8.0,7.0,8.0,6.0,7.5,7.0,0.937
2303,70,1,60.0,0,0.45,29.0,6.0,0,26.0,2.0,"Boston, MA",5.0,Investment Banking,5.0,5.0,5.0,8.0,5.0,8.0,7.0,6.5,4.0,0.896
2304,305,0,314.0,0,0.59,32.0,6.0,0,29.0,4.0,philippines,1.0,teaching/education,10.0,2.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,0.968
2305,64,0,75.0,1,-0.17,24.0,6.0,1,27.0,4.0,New York,2.0,social worker,8.0,5.0,3.0,8.0,8.0,8.0,8.0,9.0,8.0,0.946
2306,109,1,78.0,1,0.59,23.0,3.0,1,25.0,4.0,Hong Kong,1.0,film,10.0,2.0,2.0,10.0,5.0,2.0,10.0,10.0,5.0,0.937
2307,544,1,519.0,0,-0.73,26.0,2.0,0,23.0,4.0,San Francisco,1.0,Physician,10.0,14.0,9.0,2.0,10.0,3.0,7.0,8.5,8.0,0.691
2308,288,1,265.0,0,0.31,32.0,2.0,0,27.0,2.0,"Washington, DC",1.0,professor,8.0,4.0,4.0,9.0,2.0,4.5,5.0,6.0,5.0,0.939
2309,123,1,119.0,0,-0.33,19.0,3.0,1,18.0,4.0,Louisiana,2.0,Cardiologist,8.0,5.0,6.0,2.0,7.0,6.5,2.0,7.0,7.0,0.908
2310,146,0,169.0,0,0.01,28.0,2.0,0,36.0,2.0,New York,4.0,Education,5.0,1.0,3.0,10.0,8.0,4.0,8.0,6.5,8.0,0.87
2311,105,1,80.0,1,0.31,27.0,4.0,1,25.0,1.0,Texas,2.0,Law,8.0,4.0,7.0,8.0,5.0,5.5,5.0,5.5,7.0,0.94
2312,535,1,524.0,1,0.3,25.0,4.0,1,23.0,2.0,Maryland,1.0,Science,7.0,8.0,8.0,8.0,5.0,4.0,6.0,8.5,6.0,0.937
2313,407,1,394.0,0,0.78,24.0,2.0,0,24.0,2.0,New Jersey,3.0,Screenwriter,9.0,4.0,2.0,9.0,7.0,7.0,9.0,9.0,5.0,0.971
2314,279,1,256.0,1,-0.06,24.0,4.0,1,25.0,2.0,"Las Vegas, Nevada",3.0,Scientist,5.0,3.0,4.0,9.0,1.0,5.5,3.0,1.5,6.0,0.803
2315,23,0,46.0,0,-0.52,26.0,2.0,0,21.0,4.0,Hong Kong,1.0,psychologist,9.0,7.0,7.0,10.0,10.0,3.0,7.0,10.0,9.0,0.889
2316,105,1,92.0,1,0.03,29.0,2.0,1,25.0,1.0,Texas,2.0,Law,8.0,4.0,7.0,8.0,5.0,5.5,5.0,5.5,7.0,0.959
2317,5,0,12.0,0,0.0,22.0,2.0,0,21.0,2.0,Bowdoin College,2.0,lawyer,7.0,6.0,8.0,6.0,8.0,6.5,6.0,5.0,6.0,0.95
2318,81,0,111.0,0,0.46,27.0,4.0,0,28.0,2.0,Texas,5.0,Journalism,9.0,1.0,7.0,7.0,7.0,6.5,9.0,7.0,7.0,0.967
2319,538,1,519.0,0,0.21,26.0,2.0,0,32.0,2.0,Born in Iran,1.0,self-made millionare,8.0,8.0,6.0,8.0,6.0,8.0,8.0,4.5,5.0,0.904
2320,353,0,377.0,0,-0.46,26.0,4.0,0,25.0,4.0,Taiwan,1.0,teacher,8.0,8.0,5.0,6.0,8.0,5.0,9.0,8.5,4.0,0.916
2321,19,1,10.0,1,0.49,26.0,2.0,1,28.0,2.0,california,4.0,ceo,10.0,7.0,9.0,8.0,7.0,10.0,5.0,7.0,7.0,0.956
2322,489,1,474.0,1,-0.07,30.0,1.0,1,28.0,2.0,Greece,3.0,Business,9.0,9.0,9.0,6.0,6.0,6.5,9.0,8.0,7.0,0.913
2323,489,1,471.0,1,0.04,30.0,4.0,1,28.0,2.0,Greece,3.0,Business,9.0,9.0,9.0,6.0,6.0,6.5,9.0,8.0,7.0,0.925
2324,438,0,446.0,1,0.28,28.0,3.0,1,23.0,2.0,California,1.0,Clinical Social Worker,9.0,4.0,7.0,6.0,8.0,5.5,5.0,9.5,5.0,0.946
2325,86,0,108.0,1,0.44,24.0,2.0,1,22.0,2.0,"Minneapolis, MN",2.0,Professor of Media Studies,4.0,1.0,6.0,4.0,2.0,2.0,7.0,10.0,7.0,0.895
2326,389,0,413.0,1,0.36,26.0,2.0,1,21.0,2.0,Florida and Virginia,2.0,attorney?,8.0,2.0,1.0,10.0,7.0,7.5,7.0,10.0,8.0,0.944
2327,122,1,112.0,1,-0.29,20.0,6.0,1,22.0,6.0,Long Island,1.0,Lawyer,9.0,6.0,6.0,6.0,5.0,6.0,7.0,8.0,8.0,0.925
2328,293,1,272.0,0,0.47,25.0,2.0,0,28.0,3.0,Northern New Jersey,2.0,Pharmaceuticals/Consulting,10.0,6.0,8.0,9.0,6.0,6.0,8.0,8.0,9.0,0.992
2329,343,0,362.0,1,0.62,30.0,2.0,1,32.0,2.0,New York,3.0,Epidemiologist,10.0,2.0,3.0,5.0,9.0,6.5,10.0,9.0,4.0,0.939
2330,545,1,515.0,0,0.27,23.0,2.0,0,24.0,2.0,New York City,1.0,Doctor,5.0,5.0,4.0,7.0,2.0,4.5,4.0,5.0,4.0,0.948
2331,231,1,196.0,0,0.47,25.0,4.0,0,30.0,3.0,"Los Angeles, CA",1.0,International affairs related career,9.0,1.0,9.0,9.0,1.0,7.0,8.0,9.5,2.0,0.88
2332,369,1,354.0,1,0.22,22.0,2.0,1,25.0,2.0,"Boston, MA",2.0,"clinical psychologist, researcher, professor",6.0,1.0,1.0,10.0,1.0,2.0,7.0,7.0,5.0,0.865
2333,165,1,150.0,1,0.1,31.0,2.0,1,30.0,2.0,Detroit,3.0,Writer,6.0,1.0,1.0,10.0,2.0,2.5,7.0,5.0,8.0,0.782
2334,39,0,42.0,0,0.52,23.0,4.0,0,24.0,3.0,Los Angeles,5.0,lawyer,10.0,1.0,5.0,10.0,10.0,3.5,9.0,9.0,9.0,0.895
2335,371,1,353.0,0,-0.32,25.0,4.0,1,27.0,2.0,Chicago,5.0,Intl Development,3.0,3.0,3.0,4.0,1.0,7.0,3.0,10.0,6.0,0.815
2336,4,0,12.0,0,-0.18,22.0,2.0,0,23.0,2.0,Texas,1.0,lawyer/policy work,7.0,5.0,7.0,7.0,1.0,6.5,7.0,7.5,7.0,0.962
2337,212,0,216.0,0,0.11,27.0,2.0,1,27.0,3.0,New York City,1.0,Finance,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.5,8.0,0.827
2338,491,1,470.0,1,0.23,29.0,4.0,1,29.0,3.0,New Jersey,2.0,Investment Banker,9.0,7.0,9.0,8.0,9.0,9.0,8.0,8.5,2.0,0.851
2339,165,1,147.0,1,0.66,26.0,4.0,1,30.0,2.0,Detroit,3.0,Writer,6.0,1.0,1.0,10.0,2.0,2.5,7.0,5.0,8.0,0.9
2340,166,1,149.0,1,0.17,28.0,2.0,1,26.0,6.0,Washington DC Metro Region,5.0,Finance,4.0,1.0,3.0,9.0,1.0,6.0,4.0,8.5,5.0,0.865
2341,274,1,269.0,1,0.53,24.0,2.0,1,24.0,3.0,Mexico,3.0,academia,7.0,5.0,1.0,10.0,8.0,4.0,6.0,9.5,7.0,0.944
2342,296,0,320.0,0,-0.13,36.0,2.0,0,28.0,2.0,New York,1.0,Education Policy Analyst,8.0,5.0,9.0,9.0,9.0,5.0,8.0,9.0,7.0,0.815
